project_id,county,property_name,ain,apn,situs_address,legacy_redundant,assignment_source,method,notes
16,Solano,Montessa Apartments,128101040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128101010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102110,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102100,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102090,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102080,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102070,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102210,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102200,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102190,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102180,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102170,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102160,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102150,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102140,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102130,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128102120,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103090,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103080,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103070,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103180,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103170,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103160,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103150,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103140,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103130,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103120,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103110,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128103100,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128105060,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,"Government-owned common-area parcel (use code 9800, $0 values) — Drew via Solano GIS 2026-08-22"
16,Solano,Montessa Apartments,128105050,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128105040,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128105030,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128105020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128105010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128104020,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
16,Solano,Montessa Apartments,128104010,,343 MOON RIVER PL VACAVILLE CA 95687,False,collaborator-sheet,,
225,Solano,Bennington Apartments,168150010,0168-150-010,2780 NORTH TEXAS STREET FAIRFIELD,False,manual-repo-edit,,Single Real Property parcel at the project situs per Solano assessor portal search 2026-08-22 (other hits are business accounts)
131,Sonoma,Citrine Apartments,89082034000,089-082-034-000,1260 GROVE ST HEALDSBURG CA 95448-4784,False,collaborator-sheet,,
230,Los Angeles,Hansen illage Apartments,2530007015,,11821 FOOTHILL BLVD LOS ANGELES CA 91342,False,script-situs-match (2026-08-21),situs-match,Resolved by LA county situs/geocode search; two parcels share situs 11821 Foothill — multi-parcel
369,San Diego,Verdana Apartments,4441201300,444-120-13-00,438 CAMINO DEL RIO S SAN DIEGO CA 92108,False,script-situs-match (2026-08-22),situs-match,"Exact situs match, SANDAG; pre-development parcels per staff report address"
369,San Diego,Verdana Apartments,4441201800,444-120-18-00,480 CAMINO DEL RIO S SAN DIEGO CA 92108,False,script-situs-match (2026-08-22),situs-match,"Exact situs match, SANDAG; pre-development parcels per staff report address"
238,Alameda,Heritage Park Apartments Livermore,9917523,99-175-23,900 E STANLEY BLVD LIVERMORE CA 94550,False,manual-repo-edit,,Drew 2026-08-22 via Alameda assessor lookup
1,Los Angeles,Alvarado Streets Apartments,5136019023,5136-019-023,1136 S ALVARADO ST LOS ANGELES CA 90006,False,manual-repo-edit,,"Added 2026-08-22 (Drew): same-situs Auto/Recreation parcel, likely complex parking; ownership not independently verified — assumed part of property"
12,Los Angeles,The Waterloo Apartments,5402028022,5402-028-022,,False,manual-repo-edit,,"Pre-construction site (demolition not started): project will occupy 5402-028-023 and 5402-028-022; county values/units reflect existing buildings (units reviewed 2026-08-22, Drew)"
68,Los Angeles,Candlewood North Apartments,2764001012,2764-001-012,,False,manual-repo-edit,,"Added 2026-08-22 (Drew, assessor portal): complex spans 2764-001-012..014"
68,Los Angeles,Candlewood North Apartments,2764001014,2764-001-014,,False,manual-repo-edit,,"Added 2026-08-22 (Drew, assessor portal): complex spans 2764-001-012..014"
181,Los Angeles,The Hive Apartments,7157012023,7157-012-023,5700 ACKERFIELD AVE LONG BEACH CA,False,manual-repo-edit,,"Added 2026-08-22 (Drew): staff report prose gives two addresses, 5700 and 5565 Ackerfield; this is 5700"
231,Los Angeles,Violet on Virgil,5501017045,5501-017-045,,False,manual-repo-edit,,"Added 2026-08-22 (Drew, assessor portal): additional lot completing the 302-unit site"
