cand_parcelnumb_no_formatting,query_Address,cand_address,cand_usecode,cand_usedesc,cand_zoning,cand_zoning_description,cand_numunits,cand_parvaltype,cand_parval,exemption value,cand_owner,cand_mailadd,cand_saddno,cand_saddstr,cand_county,cand_gisacre,cand_ll_gisacre,query_Applicant / Entity,query_Property Name,query_City,query_County,query_Grant Description,query_Resolution,query_Date,query_Investor 1,query_Investor 2,query_Nonprofit Partner,query_Link,query_New build?,query_Acquisition Price (M),query_Acquisition Date,query_TOTAL UNITS,query_Rent Restricted,PERCENT AFFORDABLE,ESTIMATED VALUE OF EXEMPTION IF IT GOES THROUGH,query_Built,query_HAVE RECIEVED WELFARE TAX EXEMPTION,query_Leasing Link,query_APN No. 1,query_APN No. 2,query_Unnamed: 22,query_Property Taxes Link,query_23 Ass. Value,query_25 Ass. Value,query_Unnamed: 26,query_City's Cut,query_ED 1?,query_Last Tax Amt,query_Last Tax Yr,query_Current Amt,query_Current Yr,query_address_number
6006018001,6401 S AVALON BLVD LOS ANGELES CA,6401 AVALON BLVD LOS ANGELES CA 90003-1661,100V,Commercial - Commercial,C2-1VL-CPIO,Commercial Very Limited Height Community Plan Implementation Overlay,0,GROSS ASSESSED,"$426,520.00",,6 SIOF 6401 S AVALON BLVD LLC,8629 S VERMONT AVE,6401,AVALON,los-angeles,,0.16385,"6 SIOF 6401 S Avalon Blvd, LP",6401 S. Avalon Blvd. Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-285,6/27/2025,"SoLa Impact, LLC",,Housing on Merit,,YES,,,28,27,0.9642857143,"$411,287.14",,,,,,,,,,,"$4,050",,,,,,6401
15434025,660 MARIPOSA AVE MOUNTAIN VIEW CA,660 MARIPOSA AVE MOUNTAIN VIEW CA 94041-1867,4,Five or more Family,R3-2.5,Multi Family Residential,50,ASSESSED,"$16,445,439.00",,MARIPOSA CLUB APARTMENTS I LP,1 N B ST STE 4000,660,MARIPOSA,santa-clara,1.57,1.65214,"Mariposa Club Apartments I, LP,",Mariposa Club Apartments,Mountain View,Santa Clara,"Grant up to $10,000",23-224,08/04/23,Prometheus Real Estate Group,,Hearthstone Housing Foundation,,,,,48,48,1,"$16,445,439.00",,YES,,154-34-025,,,,,"$341,192",,"$7,500",,193967.18,2024,"$7,477.70",2025,660
5547013021,6762 HAWTHORN AVE LOS ANGELES CA 90028,6762 HAWTHORN AVE LOS ANGELES CA 90028-2800,500,Residential - Five or more apartments,C4-2D,Commercial 2 Development Limitations,69,GROSS ASSESSED,"$8,706,757.00",,OODB2 LLC,9049 20TH AVE SW,6762,HAWTHORN,los-angeles,,0.17031,"OODB2, LP",Premiere Hollywood Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",24-178,04/26/2024,Housing Diversity Corporation,,PEP Housing,,,,,69,69,1,"$8,706,757.00",2023,,,5547013021,,,,"8,368,664",,,"$10,350",,,,,,6762
7451026002,685 W 4TH ST LOS ANGELES CA,685 W 4TH ST LOS ANGELES CA 90731,500,Residential - Five or more apartments,C2-1VL-CPIO,Commercial Very Limited Height Community Plan Implementation Overlay,28,GROSS ASSESSED,"$3,002,337.00",,2 SIOF 685 FOURTH ST LLC,8629 S VERMONT AVE,685,4TH,los-angeles,,0.11467,"2 SIOF 685 W Fourth St, LP, Delaware limited partnership",685 W. 4th St Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-289,6/27/2025,"SoLa Impact, LLC",,Housing on Merit,,YES,,,28,27,0.9642857143,"$2,895,110.68",,,,,,,,,,,"$4,050",,,,,,685
26003700120000,6930 FAIR OAKS BLVD CARMICHAEL CA 95608,6930.0 FAIR OAKS BLVD CARMICHAEL CA 95608-3369,AE197A,,SPA,Special Planning Area,,NET ASSESSED,"$12,145,525.00",,6930 FAIR OAKS BLVD TIC LLCETAL,700 N SAN VICENTE BLVD #G860,6930,FAIR OAKS,sacramento,,1.72534,"Trion Skylark Properties, LP",Skylark Place by Trion Living Apartments,Unincorporated,Sacramento,"Grant up to $10,000",24-430,11/1/2024,"Trion Properties, Inc.",,Integrity Housing,,NO,,,198,198,1,"$12,145,525.00",1973/1991,,,,,,,,,,"$29,700",,,,,,6930
5351441500,699 14TH STREET SAN DIEGO CA,699.0 14TH ST SAN DIEGO CA 92101-7586,9700,Mixed Use,CCPD-RE,Center City Planned District Residential Emphasis,229,ASSESSED,"$53,339,453.00",,699 14TH STREET CSLC LP,354 W LANCASTER AVE #1400,699,14TH,san-diego,1.38,1.3798,699 14TH Street CSLC LP,Market Street Village Apartments,San Diego,San Diego,"Grant up to $10,000",24-427,11/1/2024,Community Solutions,,Community Solutions,,NO,,,229,229,1,"$53,339,453.00",,,,,,,,,,,"$34,350",,,,,,699
5094005005,727 S MARIPOSA AVENUE LOS ANGELES CA,727 S MARIPOSA AVE LOS ANGELES CA 90005-2069,500,Residential - Five or more apartments,R5-2,Multiple Residential,40,GROSS ASSESSED,"$7,089,929.00",,MARIPOSA 20 LLC,345 N MAPLE DR,727,MARIPOSA,los-angeles,,0.18585,Mariposa 20 LLLP,Mariposa I Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",25-492,10/10/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,40,40,1,"$7,089,929.00",,,,,,,,,,,"$6,000",,,,,,727
5094004004,739 S NORMANDIE AVENUE LOS ANGELES CA,739 S NORMANDIE AVE LOS ANGELES CA 90005-2270,500,Residential - Five or more apartments,R5-2,Multiple Residential,32,GROSS ASSESSED,"$4,993,920.00",,739 NORMANDIE LLC,PO BOX 46342,739,NORMANDIE,los-angeles,,0.1728,739 Normandie LLLP,Normandie Apartments,Los Angeles,Los Angeles,"Approve application for proposed grant up to $10,000",25-458,9/19/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,32,32,1,"$4,993,920.00",,,,,,,,,,,"$4,800",,,,,,739
5094006003,750-752 S MARIPOSA AVENUE LOS ANGELES CA,750 S MARIPOSA AVE LOS ANGELES CA 90005-2039,500,Residential - Five or more apartments,R5-2,Multiple Residential,23,GROSS ASSESSED,"$6,547,652.00",,750 MARIPOSA LLC,PO BOX 46342,750,MARIPOSA,los-angeles,,0.18561,750 Mariposa LLLP,Mariposa III Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",25-493,10/10/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,23,23,1,"$6,547,652.00",,,,,,,,,,,"$3,450",,,,,,750
4110025040,7518 S HOOVER LOS ANGELES CA 90044,7518 AGNEW AVE LOS ANGELES CA 90045-1006,101,Residential - Single,R1V2,One Family Residential Variable Mass,1,GROSS ASSESSED,"$2,545,586.00",,EVANSFAITH R TR FAITH R EVANS FAMILY TR,7518 AGNEW AVE,7518,AGNEW,los-angeles,,0.14177,"BIF NON OZ 7518 S Hoover St, LP",7518 Hoover St. Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",24-041,02/02/2024,"SoLa Impact, LLC",Black Impact Group,Housing on Merit,,,,,79,48,0.6075949367,"$1,546,685.16",,,,,,,,,,,"$11,850",,,,,,7518
6020022025,7524 S HOOVER ST LOS ANGELES CA,7524 S HOOVER ST LOS ANGELES CA 90044-6008,109,Residential - Single,[Q]R3-1,Qualified Multiple Residential,0,GROSS ASSESSED,"$1,300,500.00",,2974 PROPERTIES INC AND,PO BOX 5569,7524,HOOVER,los-angeles,,0.32828,"PS 7518 Hoover St, LP",7524 S. Hoover St Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",25-513,10/24/2025,California State Teachers’ Retirement System,,Housing on Merit,,,,,79,78,0.9873417722,"$1,284,037.97",,,,,,,,,,,"$11,850",YES,,,,,7524
2102015045,7940 RESEDA BOULEVARD RESEDA CA,7940 RESEDA BLVD RESEDA CA 91335-1927,501,Residential - Five or more apartments,R3-1,Multiple Residential,58,GROSS ASSESSED,"$17,952,000.00",,HACIENDA INVESTORS LP,15301 VENTURA BLVD STE B570,7940,RESEDA,los-angeles,,1.52936,Hacienda Investors LP,Pinetree Terrace Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",24-220,6/7/2024,GHC Housing Partners,,Foundation for Affordable Housing,,,06/28/2024,"$17,600,000",58,58,1,"$17,952,000.00",,YES,,2102015045,,,,"5,715,513","2,251,812",,"$8,700",,,,,,7940
59020050000,800 RELIANT WY AMERICAN CANYON CA 94503,800.0 RELIANT WAY AMERICAN CANYON CA 94503-3242,218,,BDSP-DC-CC,Broadway District Specific Plan Downtown Core Community Commercial,,MARKET,"$46,693,244.00",,NAPA JUNCTION PARTNERS LLC,"601 CALIFORNIA ST, STE 1150",800,RELIANT,napa,5.97,6.36167,"Canyon Ridge at Napa Junction, LP",Canyon Ridge at Napa Junction Apartments,American Canyon,Napa,"Grant up to $10,000 (Charitable Affordable Housing)",25-351,8/8/2025,BRIDGE Housing Corp.,,BRIDGE Housing Corp.,,NO,,,148,148,1,"$46,693,244.00",,,,,,,,,,,"$22,200",,,,,,800
5402028023,801-809 WATERLOO STREET LOS ANGELES CA,801 WATERLOO ST LOS ANGELES CA 90026-4039,500,Residential - Five or more apartments,RD1.5-1VL,Restricted Density Multiple Dwelling Very Limited Height District,5,GROSS ASSESSED,"$1,387,200.00",,801 WATERLOO PARTNERS LP,4346 REDWOOD AVE UNIT 107,801,WATERLOO,los-angeles,,0.14461,"801 Waterloo Partners, LP",The Waterloo Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",24-053,02/23/2024,The Greg Scott Company,,"Kingdom Development, Inc.",,,,,154,154,1,"$1,387,200.00",,,,5402028023,5402028022,5402028021,,,,,"$23,250",,,,,,801
41416654,805 71ST AVENUE OAKLAND CA,805 71ST AVE OAKLAND CA 94621-3386,300,,D-CO-1,Coliseum Area Transit Oriented Development District 1,110,ASSESSED,$0.00,,SAN FRANCISCO BAY AREA RAPID TRANSIT DISTRICT,2150 WEBSTER ST,805,71ST,alameda,,1.36185,"Coliseum Transit Village One, LP",Coliseum Transit Village,Oakland,Alameda,,,11/21/2025,UrbanCore Development,,"Pacific Housing, Inc.",,NO,,,110,55,0.5,$0.00,,,,,,,,,,,"$8,250",,,,,,805
5093017031,808 S HOBART BOULEVARD LOS ANGELES CA,808 S HOBART BLVD LOS ANGELES CA 90005-2777,055G,Residential - Five or more apartments,R4-2,Multiple Residential,49,GROSS ASSESSED,"$7,984,000.00",,808 S HOBART LLC,PO BOX 46342,808,HOBART,los-angeles,,0.39591,808 S Hobart LLLP,Ashby Apartments,Los Angeles,Los Angeles,"Approve application for proposed grant up to $10,000",25-450,9/19/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,49,49,1,"$7,984,000.00",,,,,,,,,,,"$7,350",,,,,,808
1295996,820 W MACARTHUR BLVD OAKLAND CA 94608,820 W MACARTHUR BLVD OAKLAND CA 94608,8100,,RU-5,Urban Residential 5,,ASSESSED,$0.00,,2019 OZONE AFFORDABLE HOUSING 820 MACARTHUR LP,2744 E 11TH ST,820,W MACARTHUR,alameda,,0.52176,2019 Ozone Affordable Housing,820 MacArthur Apartments,Oakland,Alameda,"Grant up to $10,000",24-052,02/23/2024,"Riaz, Inc.",,AOF Pacific,,YES,,,166,166,1,$0.00,,,,12-959-9-6,,,,,"$17,724,726",,"$24,900",,,,"$259,508.74",2025,820
5343602100,840 17TH ST SAN DIEGO CA 92101,840.0 17TH ST SAN DIEGO CA 92101-6666,1200,Multi-Family Residential,CCPD-ER,Center City Planned District Employment Residential Mixed Use,122,ASSESSED,"$9,316,117.00",,N AVENUE LP,2727 CAMINO DEL RIO S #139,840,17TH,san-diego,0.88,0.69039,Mission Valley Preservation LP,"City View aka Outlook at Mission Valley
Apartments",San Diego,San Diego,"Grant up to $10,000",23-275,08/25/2023,Security Properties,,Las Palmas Housing & Development,,,,,56,23,0.4107142857,"$3,826,262.34",,,,,,,,,,,"$8,400",,,,,,840
5094017020,861 FEDORA STREET LOS ANGELES CA,861 FEDORA ST LOS ANGELES CA 90005-2162,500,Residential - Five or more apartments,R4-2,Multiple Residential,39,GROSS ASSESSED,"$9,710,053.00",,861 FEDORA LLC,PO BOX 46342,861,FEDORA,los-angeles,,0.27877,861 Fedora LLLP,Fedora Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",25-488,10/10/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,39,39,1,"$9,710,053.00",,,,,,,,,,,"$5,850",,,,,,861
5094023025,915 S KENMORE AVENUE LOS ANGELES CA,915 S KENMORE AVE LOS ANGELES CA 90006-1557,500,Residential - Five or more apartments,R4-1,Multiple Residential,18,GROSS ASSESSED,"$2,950,157.00",,KENMORE LLC,345 N MAPLE DR STE 135,915,KENMORE,los-angeles,,0.14729,915 S Kenmore LLLP,Kenmore III Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",25-490,10/10/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,18,18,1,"$2,950,157.00",,,,,,,,,,,"$2,700",,,,,,915
5092023021,920 S GRAMERCY PLACE LOS ANGELES CA,920 S GRAMERCY PL LOS ANGELES CA 90019-2141,550,Residential - Five or more apartments,R3-1,Multiple Residential,13,GROSS ASSESSED,"$2,756,721.00",,920 GRAMERCY UPWELL LLC,626 WILSHIRE BLVD STE 410,920,GRAMERCY,los-angeles,,0.17216,"920 Gramercy Upwell, LP, a Delaware limited partnership",The Eaves Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-104,3/14/2025,Treehouse Community,,Butterfly’s Haven,,,,,13,13,1,"$2,756,721.00",,,,,,,,,,,"$2,500",,,,,,920
6048022067,9300 COMPTON AVE LOS ANGELES CA,9300 COMPTON AVE XX LOS ANGELES CA 90002-2489,010V,Residential - Single,R3-1,Multiple Residential,0,GROSS ASSESSED,"$595,337.00",,6 SIOF 9300 COMPTON AVE LLC,8629 S VERMONT AVE,9300,COMPTON,los-angeles,,0.20661,"6 SIOF 9300 Compton Ave, LP",9300 Compton Ave. Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-284,6/27/2025,"SoLa Impact, LLC",,Housing on Merit,,YES,,,20,19,0.95,"$565,570.15",,,,,,,,,,,"$2,850",,,,,,9300
4025014001,"9301 – 9609 CRENSHAW
BLVD INGLEWOOD CA",9301 CRENSHAW BLVD INGLEWOOD CA 90305-2943,400,Residential - Four Units (Any Combination),R-3,Residential Multiple Family,4,GROSS ASSESSED,"$1,345,000.00",,SV INGLEWOOD HOLDINGS LP,3111 CAMINO DEL RIO N STE 800,9301,CRENSHAW,los-angeles,,0.17763,"SV INGLEWOOD HOLDINGS, L.P., a California limited partnership",Stadium Village Apartments,Inglewood,Los Angeles,"Grant up to $10,000",24-361,8/30/2024,Community HousingWorks,,Community HousingWorks,,,,,80,80,1,"$1,345,000.00",,,,,,,,,,,"$12,000",,,,,,9301
5094023030,941 S KENMORE AVENUE LOS ANGELES CA,941 S KENMORE AVE LOS ANGELES CA 90006-1558,500,Residential - Five or more apartments,R4-1,Multiple Residential,24,GROSS ASSESSED,"$4,338,468.00",,941 S KENMORE LLC,PO BOX 46342,941,KENMORE,los-angeles,,0.15319,Kenmore 20 LLLP,Kenmore I Apartments,Los Angeles,Los Angeles,"Approve application for proposed grant up to $10,000",25-455,9/19/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,42,42,1,"$4,338,468.00",,,,,,,,,,,"$3,600",,,,,,941
6048004025,9515 COMPTON AVENUE LOS ANGELES CA,9515 COMPTON AVE LOS ANGELES CA 90002-2330,500,Residential - Five or more apartments,R3-1,Multiple Residential,0,GROSS ASSESSED,"$1,352,393.00",,6 SIOF 9515 COMPTON AVE LLC,8629 S VERMONT AVE,9515,COMPTON,los-angeles,,0.22116,"6 SIOF 9515 Compton Ave, LP",9515 Compton Ave. Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-286,6/27/2025,"SoLa Impact, LLC",,Housing on Merit,,YES,,,21,20,0.9523809524,"$1,287,993.33",,,,,,,,,,,"$3,000",,,,,,9515
5080015003,960 S OXFORD AVENUE LOS ANGELES CA,960 S OXFORD AVE LOS ANGELES CA 90006-1164,500,Residential - Five or more apartments,R4-1,Multiple Residential,73,GROSS ASSESSED,"$14,206,920.00",,960 S OXFORD LLC,11030 SANTA MONICA BLVD STE 300,960,OXFORD,los-angeles,,0.56148,960 S Oxford LLLP,Oxford III Apartments,Los Angeles,Los Angeles,"Approve application for proposed grant up to $10,000",25-461,9/19/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,73,73,1,"$14,206,920.00",,,,,,,,,,,"$10,950",,,,,,960
5081032007,974 S GRAMERCY PLACE LOS ANGELES CA,974 S GRAMERCY PL LOS ANGELES CA 90019-2169,500,Residential - Five or more apartments,R3-1,Multiple Residential,38,GROSS ASSESSED,"$7,216,214.00",,974 S GRAMERCY LLC AND,345 N MAPLE DR STE 135,974,GRAMERCY,los-angeles,,0.15762,Carson Gramercy LLLP // 974 S Gramercy LLLP,Gramercy Apartments,Los Angeles,Los Angeles,"Approve application for proposed grant up to $10,000",25-453,9/19/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,38,38,1,"$7,216,214.00",,,,,,,,,,,"$5,700",,,,,,974
5080008006,975-985 S OXFORD AVENUE LOS ANGELES CA,975 S OXFORD AVE LOS ANGELES CA 90006-1167,500,Residential - Five or more apartments,R4-1,Multiple Residential,20,GROSS ASSESSED,"$3,420,921.00",,OXFORD 19 LLC,345 N MAPLE DR STE 135,975,OXFORD,los-angeles,,0.15572,Oxford 19 LLLP,Oxford I Apartments,Los Angeles,Los Angeles,"Approve application for proposed grant up to $10,000",25-460,9/19/2025,K3 Holdings,,"Kingdom Development, Inc.",,NO,,,60,60,1,"$3,420,921.00",,,,,,,,,,,"$9,000",,,,,,975
2764001013,9830 RESEDA BLVD NORTHRIDGE CA 91324,9830.0 RESEDA BLVD NORTHRIDGE CA 91324-2060,501,Residential - Five or more apartments,R3-1,Multiple Residential,68,GROSS ASSESSED,"$17,292,725.00",,WRPV XII CANDLEWOOD NORTHRIDGE LLC,30 S WACKER DR 36TH FL,9830,RESEDA,los-angeles,,1.13433,"Post Candlewood North, LP",Candlewood North Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-117,4/4/2025,Post Investment Group,,Integrity Housing,,NO,,,189,189,1,"$17,292,725.00",1964,,,,,,,,,,"$28,350",,,,,,9830
6954018,99 OCEAN AVE SAN FRANCISCO CA 94112-2548,99 OCEAN AVE SAN FRANCISCO CA 94112-2560,,,NCD-EXCELSIOR-40-X,Excelsior Outer Mission Street Neighborhood Commercial District,0,ASSESSED,"$82,453,101.00",,99 OCEAN AVENUE LLC,160 PACIFIC AVE STE 204,99,OCEAN,san-francisco,,0.91612,99 Ocean Avenue LP,Ventana Residences Apartments,San Francisco,San Francisco,"Grant up to $10,000",24-471,12/13/2024,"Presidio Bay Ventures, LLC",,"Pacific Housing, Inc",,YES,,,193,100,0.518134715,"$42,721,813.99",2023,,,6954 018,,,,"$80,836,374","$20,225,243",,"$15,000",,"$965,884.94",2024,"$239,200.50",2025,99
Multiple parcels,343 MOON RIVER PL VACAVILLE CA 95687,,,,,,,,,,,,,,,,,"Affordable Housing Alliance II, Inc. dba Integrity Housing",Montessa Apartments,Vacaville,Solano,"Grant up to $10,000",24-200,05/17/2024,Ascenda Capital,,Integrity Housing,,,,,169,58,0.3431952663,$0.00,,,,,,,,,,,"$8,700",,,,,,343
6320-011-041,2701 RANDOLPH ST HUNTINGTON PARK CA,,,,,,,,"$34,540,259.00","31,941,172",,,,,,,,BG Apartments Investors LP,Seville Gardens Apartments,Huntington Park,Orange,"Grant up to $10,000",24-224,6/7/2024,GHC Housing Partners,,Foundation for Affordable Housing,,,$33.70,,225,225,1,"$34,540,259.00",1989,,,,,,,,,,"$33,750",,,,,,2701
7418-014-021,445 N AVALON BOULEVARD LOS ANGELES CA,,,,,,,,"$8,899,678.00",-,,,,,,,,"RMG Fee Avalon, LP, a California limited partnership",Harbour Residences Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",24-252,7/19/2024,RMG Housing,,DECRO Corporation,,YES,,,74,74,1,"$8,899,678.00",,,,,,,,,,,"$11,100",,,,,,445
6020-022-025,7518 S HOOVER LOS ANGELES CA,,,,,,,,"$2,856,000.00",-,,,,,,,,"BIF NON OZ 7524 S HOOVER ST, LP",7524 S. Hoover St. Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",24-279,8/9/2024,"SoLa Impact, LLC",,Housing on Merit,,YES,,,79,48,0.6075949367,"$1,735,291.14",,,,,,,,,,,"$11,850",,,,,,7518
,4930 POLK ST NORTH HIGHLANDS CA 95660,,,,,,,,,,,,,,,,,"Sierra Park LP, a California Limited Partnership",Sierra Park Apartments,Unincorporated,Sacramento,"Grant up to $10,000",24-278,8/9/2024,Tesseract Capital Group,,Housing on Merit,,,,,104,104,1,$0.00,,,,,,,,,,,"$15,600",,,,,,4930
5020-025-039,4327 S VERMONT LOS ANGELES CA,,,,,,,,"$3,719,558.00",-,,,,,,,,"IF OZ 4300 S VERMONT AVE BLK LP, a Delaware limited partnership",4327 S. Vermont Apartments,Los Angeles,Los Angeles,"Grant up to $10,000",24-381,9/20/2024,"SoLa Impact, LLC",,Housing on Merit,,YES,,,188,111,0.5904255319,"$2,196,122.01",,,,,,,,,,,"$16,650",,,,,,4327
,3500 EDISON ST SAN MATEO CA 94403,,,,,,,,,,,,,,,,,Hillsdale Property LP,Hillsdale Gardens Apartments,San Mateo,San Mateo,"Grant up to $10,000",24-411,10/11/2024,Vistria Group,Ethos Real Estate,"Pacific Housing, Inc.",,NO,,,697,697,1,$0.00,,,,039-481-250,,,,,,,"$74,775",,"$573,184.17",2024,"$501,947.98",2025,3500
Multiple,"5601 NORTH PARAMOUNT BOULEVARD, Long Beach",,,,,,,,,,,,,,,,,"Avanath Seaport, LP",Seaport Village Apartments,Long Beach,Los Angeles,"Grant up to $10,000",24-442,11/22/2024,Avanath Capital,,"Pacific Housing, Inc.",,NO,,,356,144,0.404494382,$0.00,,YES,,,,,,,,,"$21,600",,,,,,5601
,"5601 NORTH PARAMOUNT BOULEVARD, Long Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,651 ADDISON ST BERKELEY CA 94710,,,,,,,,,,,,,,,,,651 Addison LLC,Viewpoint Apartments,Berkeley,Alameda,"Grant up to $10,000",24-470,12/13/2024,Bridge Housing,,Bridge Housing,,,,,94,71,0.7553191489,$0.00,,,https://bridgehousing.com/properties/viewpoint/,56-1954-9,,,https://propertytax.alamedacountyca.gov/view-bill?taxType=SEC&tracer=14246000&rollYear=2025,,,,"$10,650",,"$581,275.14",2025,,,651
,2130 SOUTHWEST EXPY SAN JOSE CA 95126,,,,,,,,,,,,,,,,,BWF III Ethos CA Los Gatos Creek LP,SoFi Los Gatos Creek Apartments,San Jose,Santa Clara,"Grant up to $10,000",24-472,12/13/2024,Ethos Real Estate,Bridge Investment Group,"Casa Major, Inc.",https://www.ethos-re.com/news/sofi-at-los-gatos-creek-adam-siegman-comments-on-affordable-housing,NO,61.1,12/31/2024,193,193,1,$0.00,1969,,https://www.losgatoslandingapts.com/,284-24-015,,,https://www.sccassessor.org/index.php/all-situs-search?SFrom=all&SType=all&STab=address&addValue=2130%20Southwest%20Expressway&guid=3901f7e4-ad19-4bf2-9ca2-03134f319849,"$38,088,016","$17,709,486",,"$28,950",,"$397,013.56",2024,272122.5,2025,2130
5049-009-082,2533 S MANSFIELD AVE LOS ANGELES CA 90016,,,,,,,,"$2,065,837.00",-,,,,,,,,"2533 Mansfield Owner, L.P., a California limited partnership",Mansfield Micro Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-084,2/21/2025,"CIM Group, LLC",,"Pacific Housing, Inc.",,YES,,,116,115,0.9913793103,"$2,048,028.06",,,,,,,,,,,"$17,250",,,,,,2533
263-241-46,7777 VALLEY VIEW STREET LA PALMA CA,,,,,,,,,,,,,,,,,"7777 Valley View, L.P., a California limited partnership",Casa La Palma Apartments,La Palma,Orange,"Grant up to $10,000 (Charitable Affordable Housing)",25-103,3/14/2025,Mariman & Co.,,AOF/Pacific Affordable Housing Corporation,,NO,,,272,270,0.9926470588,$0.00,1978,,,,,,,,,,"$40,500",,,,,,7777
2731-008-014,10535 LINDLEY AVE GRANADA HILLS CA 91326,,,,,,,,"$14,893,295.00",-,,,,,,,,10535 Lindley Affordable L.P.,Lindley Parc Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-116,4/4/2025,Taylor Equities,,Housing on Merit,,,,,50,50,1,"$14,893,295.00",,,,,,,,,,,"$4,800",,,,,,10535
,26 TERRACE VIEW CT DALY CITY CA 94015,,,,,,,,,,,,,,,,,"SFF 4, LLC",Terrace View Apartments,Daly City,San Mateo,"Grant up to $10,000 (Charitable Affordable Housing)",25-144,4/25/2025,The Sobrato Organization,,"Pacific Housing, Inc.",,,,,122,,0,$0.00,,,,6312820,6312830,6312840,,,,,"$18,300",,,,,,26
5036-031-006,1451 W MLK BLVD LOS ANGELES CA,,,,,,,,"$1,569,525.00",-,,,,,,,,1451 W. MLK Boulevard Apartments,1451 W. MLK Boulevard Apartments,Los Angeles,Los Angeles,,Proposed,6/6/2025,"SoLa Impact, LLC",,Housing on Merit,,YES,,,50,49,0.98,"$1,538,134.50",,,,,,,,,,,"$7,350",,,,,,1451
6011-008-052,321 E FLORENCE AVE LOS ANGELES CA,,,,,,,,"$5,960,901.00",-,,,,,,,,"3 SIOF 321 E Florence Ave, LP",321 E. Florence Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-283,6/27/2025,"SoLa Impact, LLC",,Housing on Merit,,YES,,,31,30,0.9677419355,"$5,768,613.87",,,,,,,,,,,"$4,500",,,,,,321
7451-037-031,"569 W 6TH STREET, San Pedro, CA",,,,,,,,"$1,363,864.00",-,,,,,,,,"SIOF 5 Properties, LP, California limited partnership",569 W. 6th Street Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-288,6/27/2025,"SoLa Impact, LLC",,Housing on Merit,,YES,,,48,47,0.9791666667,"$1,335,450.17",,,,,,,,,,,"$7,050",,,,,,569
2695-003-001,17188 CHATSWORTH ST LOS ANGELES CA,,,,,,,,"$647,700.00",-,,,,,,,,"Chatsworth Housing, LP",Chatsworth Apartments,Los Angeles,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-308,7/18/2025,BMI Developments,,"Kingdom Development, Inc.",,YES,,,69,68,0.9855072464,"$638,313.04",,,,,,,,,,,"$10,200",,,,,,17188
8576-001-024,4640 ARDEN WAY EL MONTE CA 91731,,,,,,,,"$45,150,518.00",-,,,,,,,,"Flag VII The Parker, L.P.",The Parker Apartments,El Monte,Los Angeles,"Grant up to $10,000 (Charitable Affordable Housing)",25-350,8/8/2025,Belveron Partners,,Las Palmas Housing & Development Corporation,,NO,,,177,177,1,"$45,150,518.00",,,,,,,,,,,"$26,550",,,,,,4640
,1026 S DE ANZA BLVD SAN JOSE CA 95129,,,,,,,,,,,,,,,,,"Fountain Park, L.P.",Fountain Park Apartments,San Jose,Santa Clara,"Grant up to $10,000 (Charitable Affordable Housing)",25-349,8/8/2025,Sack Capital Partners,Belveron Partners,Las Palmas Housing & Development Corp.,https://rebusinessonline.com/sack-properties-belveron-partners-buy-164-unit-multifamily-property-in-san-jose-california/,,,8/29/2025,164,164,1,$0.00,,,,372-26-016,,,,"$4,692,739",,,"$24,600",,,,,,1026
