project_id,ain,legacy_ain,apn,situs_address,situs_city,situs_zip,input_address,property_name,tract_number,method,use_description,use_type,use_code,year_built,units,bedrooms,bathrooms,sqft,roll_year,roll_land_value,roll_imp_value,roll_fixture_value,roll_pers_prop_value,roll_land_base_year,roll_imp_base_year,real_estate_exemp,tax_rate_area,tax_rate_city,latitude,longitude,legal_description,notes
36,4025015002,,4025-015-002,9609 CRENSHAW BLVD INGLEWOOD CA 90305,INGLEWOOD CA,90305-3153,"9301 – 9609 Crenshaw Blvd, Inglewood, CA",Stadium Village Apartments,,manual_verified_multi,Four Units (Any Combination),Residential,0400,1955,4,8,4,4072,2025,770000,575000,,,2025,2025,0,04569,INGLEWOOD,33.94881707,-118.32697858,TRACT NO 16139 LOT   20,Multi-parcel (20)
54,7157031001,,7157-031-001,2697 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5068,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,10,21,16,9608,2025,857455,2000377,,,2022,2022,1693979,07211,LONG BEACH,33.85882359,-118.16026011,TRACT NO 27326 LOT    1,Multi-parcel (33)
54,7157031002,,7157-031-002,2687 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-7003,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,11,19,16,9608,2025,779987,2000377,,,2022,2022,1263955,07211,LONG BEACH,33.85881999,-118.16060543,TRACT NO 27326 LOT    2,Multi-parcel (33)
54,7157031003,,7157-031-003,2677 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5067,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,11,19,16,9608,2025,779987,2000377,,,2022,2022,1516689,07211,LONG BEACH,33.85881736,-118.16093316,TRACT NO 27326 LOT    3,Multi-parcel (33)
54,7157031004,,7157-031-004,2667 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5066,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,11,19,16,9608,2025,806518,2000377,,,2022,2022,1276016,07211,LONG BEACH,33.85881516,-118.16126232,TRACT NO 27326 LOT    4,Multi-parcel (33)
54,7157031005,,7157-031-005,2657 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5096,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,21,33,25,16663,2025,1580138,4276668,,32221,2022,2022,2231444,07211,LONG BEACH,33.8588042,-118.16169206,TRACT NO 27326 LOT    5,Multi-parcel (33)
54,7157031006,,7157-031-006,5679 LANGPORT AVE LONG BEACH CA 90805,LONG BEACH CA,90805-7012,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,20,16,9280,2025,702518,1931398,,,2022,2022,1580350,07211,LONG BEACH,33.85853736,-118.1617871,TRACT NO 27326 LOT    6,Multi-parcel (33)
54,7157031007,,7157-031-007,5649 LANGPORT AVE LONG BEACH CA 90805,LONG BEACH CA,90805-5064,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,20,16,9280,2025,702518,1931398,,,2022,2022,790176,07211,LONG BEACH,33.85828173,-118.161799,TRACT NO 27326 LOT    7,Multi-parcel (33)
54,7157031008,,7157-031-008,5639 LANGPORT AVE LONG BEACH CA 90805,LONG BEACH CA,90805-7010,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,20,16,9280,2025,702518,1931398,,,2022,2022,790176,07211,LONG BEACH,33.85803056,-118.16179713,TRACT NO 27326 LOT    8,Multi-parcel (33)
54,7157031009,,7157-031-009,5599 LANGPORT AVE LONG BEACH CA 90805,LONG BEACH CA,90805-7009,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,20,16,9280,2025,702518,1931398,,,2022,2022,526784,07211,LONG BEACH,33.85777776,-118.16179606,TRACT NO 27326 LOT    9,Multi-parcel (33)
54,7157031010,,7157-031-010,5579 LANGPORT AVE LONG BEACH CA 90805,LONG BEACH CA,90805-5063,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,20,16,9280,2025,702518,1931398,,,2022,2022,1316958,07211,LONG BEACH,33.8575211,-118.16179379,TRACT NO 27326 LOT   10,Multi-parcel (33)
54,7157031011,,7157-031-011,5549 LANGPORT AVE LONG BEACH CA 90805,LONG BEACH CA,90805-7007,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,10,20,16,9280,2025,702518,1931398,,,2022,2022,1316958,07211,LONG BEACH,33.85726332,-118.16179233,TRACT NO 27326 LOT   11,Multi-parcel (33)
54,7157031012,,7157-031-012,5539 LANGPORT AVE LONG BEACH CA 90805,LONG BEACH CA,90805-5061,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,10,20,16,9280,2025,727988,1931398,,,2022,2022,797817,07211,LONG BEACH,33.85700307,-118.1617762,TRACT NO 27326 LOT   12,Multi-parcel (33)
54,7157031013,,7157-031-013,2656 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5079,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1962,20,30,24,15036,2025,1299979,3173011,,32221,2022,2022,2343400,07211,LONG BEACH,33.85674802,-118.16167703,TRACT NO 27326 LOT   13,Multi-parcel (33)
54,7157031014,,7157-031-014,2666 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5080,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,10,21,16,9608,2025,727988,2000377,,,2022,2022,1091347,07211,LONG BEACH,33.85674328,-118.16124518,TRACT NO 27326 LOT   14,Multi-parcel (33)
54,7157031015,,7157-031-015,2676 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5055,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,10,21,16,9608,2025,727988,2000377,,,2022,2022,818511,07211,LONG BEACH,33.85674563,-118.16091751,TRACT NO 27326 LOT   15,Multi-parcel (33)
54,7157031016,,7157-031-016,2686 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5084,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1962,10,21,16,9608,2025,727988,2000377,,,2022,2022,545674,07211,LONG BEACH,33.8567476,-118.16059029,TRACT NO 27326 LOT   16,Multi-parcel (33)
54,7157031017,,7157-031-017,2696 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5074,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,10,21,16,9608,2025,806518,2000377,,,2022,2022,1403448,07211,LONG BEACH,33.85674922,-118.1602458,TRACT NO 27326 LOT   17,Multi-parcel (33)
54,7157031018,,7157-031-018,2666 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5073,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,11,19,16,9584,2025,727988,2000377,,,2022,2022,744299,07211,LONG BEACH,33.85835122,-118.16125983,TRACT NO 27326 LOT   18,Multi-parcel (33)
54,7157031019,,7157-031-019,2676 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5072,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,11,19,16,9608,2025,727988,2000377,,,2022,2022,2232349,07211,LONG BEACH,33.85835534,-118.16093556,TRACT NO 27326 LOT   19,Multi-parcel (33)
54,7157031020,,7157-031-020,2686 E 56TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-7002,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,11,19,16,9608,2025,727988,2000377,,,2022,2022,992308,07211,LONG BEACH,33.85835784,-118.16060718,TRACT NO 27326 LOT   20,Multi-parcel (33)
54,7157031021,,7157-031-021,2696 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5058,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,21,16,9608,2025,806518,2000377,,,2022,2022,1122759,07211,LONG BEACH,33.85835922,-118.16025866,TRACT NO 27326 LOT   21,Multi-parcel (33)
54,7157031022,,7157-031-022,2667 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5089,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,11,21,16,9608,2025,727988,2000377,,,2022,2022,1736332,07211,LONG BEACH,33.85800741,-118.16125906,TRACT NO 27326 LOT   22,Multi-parcel (33)
54,7157031023,,7157-031-023,2677 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5071,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,10,21,16,9608,2025,727988,2000377,,,2022,2022,1091347,07211,LONG BEACH,33.85800917,-118.16093487,TRACT NO 27326 LOT   23,Multi-parcel (33)
54,7157031024,,7157-031-024,2687 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5093,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,21,16,9608,2025,727988,2000377,,470,2022,2022,818511,07211,LONG BEACH,33.85801184,-118.16060595,TRACT NO 27326 LOT   24,Multi-parcel (33)
54,7157031025,,7157-031-025,2697 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5095,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,10,21,16,9608,2025,806518,2000377,,2500,2022,2022,2245517,07211,LONG BEACH,33.85801591,-118.16025654,TRACT NO 27326 LOT   25,Multi-parcel (33)
54,7157031026,,7157-031-026,2666 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5088,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,10,21,16,9560,2025,727988,2000377,,,2022,2022,545674,07211,LONG BEACH,33.85754308,-118.1612564,TRACT NO 27326 LOT   26,Multi-parcel (33)
54,7157031027,,7157-031-027,2676 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5060,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1963,10,21,16,9608,2025,727988,2000377,,,2022,2022,818511,07211,LONG BEACH,33.85754745,-118.16093277,TRACT NO 27326 LOT   27,Multi-parcel (33)
54,7157031028,,7157-031-028,2686 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5092,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,10,21,16,9608,2025,727988,2000377,,,2022,2022,1364183,07211,LONG BEACH,33.85755009,-118.16060404,TRACT NO 27326 LOT   28,Multi-parcel (33)
54,7157031029,,7157-031-029,2696 E 56TH ST LONG BEACH CA 90805,LONG BEACH CA,90805-5058,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1963,10,21,16,9608,2025,806518,2000377,,,2022,2022,1403448,07211,LONG BEACH,33.85755188,-118.16025406,TRACT NO 27326 LOT   29,Multi-parcel (33)
54,7157031030,,7157-031-030,2667 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5081,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,10,21,16,9560,2025,727988,2000377,,,2022,2022,1637020,07211,LONG BEACH,33.85719572,-118.16125246,TRACT NO 27326 LOT   30,Multi-parcel (33)
54,7157031031,,7157-031-031,2677 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5083,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1962,10,21,16,9608,2025,727988,2000377,,,2022,2022,1091347,07211,LONG BEACH,33.85719651,-118.16092894,TRACT NO 27326 LOT   31,Multi-parcel (33)
54,7157031032,,7157-031-032,2687 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5057,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0500,1962,10,21,16,9608,2025,727988,2000377,,,2022,2022,1091347,07211,LONG BEACH,33.85719975,-118.1606007,TRACT NO 27326 LOT   32,Multi-parcel (33)
54,7157031033,,7157-031-033,2697 E 55TH WAY LONG BEACH CA 90805,LONG BEACH CA,90805-5087,"5601 North Paramount Boulevard, Long Beach, Los Angeles",Seaport Village Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1962,10,21,16,9608,2025,806518,2000377,,,2022,2022,1403448,07211,LONG BEACH,33.85720432,-118.16025148,TRACT NO 27326 LOT   33,Multi-parcel (33)
85,7451037031,,7451-037-031,575 W 6TH ST SAN PEDRO CA 90731,SAN PEDRO CA,90731-2521,"569 W. 6th Street, San Pedro, CA",569 W. 6th Street Apartments,,manual_verified,Professional Buildings,Commercial,1900,1919,1,1,1,472,2025,1363864,0,,,2021,2021,0,13245,LOS ANGELES,33.73850743,-118.28948148,ARCADIA PARK TRACT LOTS 22 AND 23 BLK 7,
152,7157012023,,7157-012-023,5700 ACKERFIELD AVE LONG BEACH CA 90805,LONG BEACH CA,90805-4916,"5565 Ackerfield Avenue / 5700 Ackerfield Avenue, Long Beach, CA",The Hive at Ackerfield Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1973,93,11,11,69530,2025,4669315,20162952,,12160,2022,2022,0,07211,LONG BEACH,33.85952316,-118.16254168,TRACT NO 29389 LOT    8,Multi-parcel (2)
152,7157012017,,7157-012-017,5565 ACKERFIELD AVE LONG BEACH CA 90805,LONG BEACH CA,90805-4953,"5565 Ackerfield Avenue / 5700 Ackerfield Avenue, Long Beach, CA",The Hive at Ackerfield Apartments,,manual_verified_multi,Five or more apartments,Residential,0501,1973,50,96,88,45092,2025,3873409,10612080,,8020,2022,2022,0,07211,LONG BEACH,33.85856516,-118.16367441,TRACT NO 29389 LOT    2,Multi-parcel (2)
159,5080011007,,5080-011-007,3048 W 12TH ST LOS ANGELES CA 90006,LOS ANGELES CA,90006-3150,"3048 W. 12th Street, CA 90006",12th Street Apartments,,manual_verified,Five or more apartments,Residential,0500,1928,16,4,16,9842,2025,2007932,680463,,2720,2019,2019,0,00067,LOS ANGELES,34.04875265,-118.30772673,COUNTRY CLUB BOULEVARD TRACT LOT    9,Added from LA County lookup
33,6020022027,6020022025,6020-022-027,(pending),,,"7518 S. Hoover, Los Angeles, CA",7524 S. Hoover St. Apartments,,parcel_in_transition,(pending),,,,,,,,,,,,,,,,,LOS ANGELES,33.97101635,-118.28678824,,Legacy AIN 6020022025 no longer exists. New AIN 6020022027 has no data yet.
132,6020022027,6020022025,6020-022-027,(pending),,,"7524 S. Hoover St, Los Angeles, CA",7524 S. Hoover St Apartments,,parcel_in_transition,(pending),,,,,,,,,,,,,,,,,LOS ANGELES,33.97101635,-118.28678824,,Legacy AIN 6020022025 no longer exists. New AIN 6020022027 has no data yet.
