project_id,agency,property_name,entity,city,county,resolution,meeting_date,item_type,minutes_status,authorization_status,superseded_by,manual_status,scc_filed,scc_number,scc_issue_date,agenda_url,staff_report_url,minutes_url,investor_1,investor_2,nonprofit_partner,total_units,restricted_units,rent_restricted_pct,term_years,city_cut,grant_description,address,estimated_closing,new_build,built,acquisition_price_m,acquisition_date,link,leasing_link,row_source,field_overrides
31,CMFA,Santa Monica Portfolio E Apartments,"GC 1537 7th, LP",Santa Monica,Los Angeles,24-284,2024-08-09,authorize,approved,operative,,,True,14985,2025-01-17,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-09-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Staff-Reports-8-9-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-09-2024.pdf,Gortikov Capital,,"Kingdom Development, Inc.",26,25,100% at 80% AMI,30,3750.0,"Grant up to $10,000 (Charitable Affordable Housing)","1537 7th, Santa Monica, CA",,,,5390000,2024-09-12,,,generated,acquisition_price_m:collaborator-sheet; acquisition_date:collaborator-sheet; address:collaborator-sheet
32,CMFA,Santa Monica Portfolio F Apartments,"GC 2001-2029 Olympic, LP",Santa Monica,Los Angeles,24-285,2024-08-09,authorize,approved,operative,,,True,14980,2025-02-12,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-09-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Staff-Reports-8-9-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-09-2024.pdf,Gortikov Capital,,"Kingdom Development, Inc.",165,98,60% at 80% AMI,30,14700.0,"Grant up to $10,000 (Charitable Affordable Housing)","2001-2029 Olympic Blvd, Santa Monica",,,2008,,,,,generated,built:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet
33,CMFA,7524 S. Hoover St. Apartments,"BIF NON OZ 7524 S HOOVER ST, LP",Los Angeles,Los Angeles,24-279,2024-08-09,authorize,approved,superseded,132,stale,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-09-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Staff-Reports-8-9-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-09-2024.pdf,SoLa Impact,,Housing On Merit,79,48,61% at 80% AMI,30,11850.0,"Grant up to $10,000 (Charitable Affordable Housing)","7518 S. Hoover, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
34,CMFA,Appian Terrace Apartments,APPIAN LP,El Sobrante,Contra Costa,24-277,2024-08-09,authorize,approved,operative,,,True,15050,2025-03-24,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-09-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Staff-Reports-8-9-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-09-2024.pdf,Tesseract Capital Group,,Housing on Merit,41,41,100% at 80% AMI,30,6150,"Grant up to $10,000 (Charitable Affordable Housing)","4481 Appian Way, El Sobrante, CA 94803",,,,,,,,generated,city:collaborator-sheet; county:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
35,CMFA,Sierra Park Apartments,"Sierra Park LP, a California Limited Partnership",Unincorporated,Sacramento,24-278,2024-08-09,authorize,,operative,,,True,15049,2025-03-24,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-09-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Staff-Reports-8-9-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-09-2024.pdf,Tesseract Capital Group,,Housing on Merit,104,104,100% at 80% AMI,30,15600,"Grant up to $10,000 (Charitable Affordable Housing)","4930 Polk St, North Highlands, CA 95660",,,,,,,,generated,city:collaborator-sheet; resolution:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
36,CMFA,Stadium Village Apartments,"SV INGLEWOOD HOLDINGS, L.P., a California limited partnership",Inglewood,Los Angeles,24-361,2024-08-30,authorize,,operative,,,True,15124,2025-04-09,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-30-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/Staff-Reports-08-30-24-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-30-2024-1.pdf,Community HousingWorks,,Community HousingWorks,80,80,100% at 80% AMI,30,12000.0,"Grant up to $10,000 (Charitable Affordable Housing)",9301 – 9609 Crenshaw,,,,,,,,generated,resolution:collaborator-sheet
37,CMFA,2330 E. 3rd Street Apartments,2330 3rd Street Apartments L.P.,Los Angeles,Los Angeles,24-363,2024-08-30,authorize,,operative,,,True,15139,2025-05-02,https://www.cmfa-ca.com/wp-content/uploads/2024/08/CMFA-Agendas-08-30-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/Staff-Reports-08-30-24-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/08/2-CMFA-Minutes-08-30-2024-1.pdf,Terra Capital Development Group LLC,,"Pacific Housing, Inc.",53,53,100% at 80% AMI,30,7950.0,"Grant up to $10,000 (Charitable Affordable Housing)","2330 E. 3rd Street, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; property_name:collaborator-sheet; resolution:collaborator-sheet; address:collaborator-sheet
38,CMFA,Marquee Apartments,"Post Marquee North Hollywood, LP",Los Angeles,Los Angeles,24-383,2024-09-20,authorize,approved,operative,,,True,15055,2025-02-06,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,Ascenda Capital,,Integrity Housing,236,236,100% at 80% AMI,30,35400.0,"Grant up to $10,000 (Charitable Affordable Housing)","12300 Sherman Way, North Hollywood, CA 91605",,NO,1965,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; address:collaborator-sheet
39,CMFA,6200 S. Broadway Apartments,"BIF NON OZ 6200 BROADWAY BLK, LP",Los Angeles,Los Angeles,24-379,2024-09-20,authorize,,operative,,,True,15215,2025-06-25,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,"SoLa Impact, LLC",,Housing on Merit,66,51,80% at 80% AMI,30,7950.0,"Grant up to $10,000 (Charitable Affordable Housing)","6200 S Broadway, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; resolution:collaborator-sheet; address:collaborator-sheet
40,CMFA,4228 Western Ave. Apartments,"BIF NON OZ 4228 WESTERN AVE, LP",Los Angeles,Los Angeles,24-380,2024-09-20,authorize,,superseded,349,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,"SoLa Impact, LLC",,Housing on Merit,68,14,21% at 80% AMI,30,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)","4228 Western Avenue, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; resolution:collaborator-sheet; address:collaborator-sheet
41,CMFA,4327 S. Vermont Apartments,IF OZ 4300 S VERMONT AVE BLK LP a Delaware limited partnership,Los Angeles,Los Angeles,24-381,2024-09-20,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,"SoLa Impact, LLC",,Housing on Merit,188,111,59% at 80% AMI,30,16650.0,"Grant up to $10,000 (Charitable Affordable Housing)","4327 S Vermont, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
42,CMFA,2023 Imperial Apartments,"BIF NON OZ 2000 Imperial Hwy Blk, LP",Los Angeles,Los Angeles,24-382,2024-09-20,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,"SoLa Impact, LLC",,Housing on Merit,90,71,79% at 80% AMI,30,10650.0,"Grant up to $10,000 (Charitable Affordable Housing)","110 Imperial Highway, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
43,CMFA,Meridian Apartments,"400 Meridian, LP, a California limited partnership",San Rafael,Marin,24-384,2024-09-20,authorize,approved,superseded,323,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/09/1-CMFA-Agenda-09-20-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/CMFA-Staff-Report-09-20-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/09/2-CMFA-Minutes-09-20-2024.pdf,Tesseract Capital Group,,Housing on Merit,99,99,100% at 80% AMI,35,14850,"Grant up to $10,000 (Charitable Affordable Housing)","400 Canal St, San Rafael, CA 94901",,NO,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
44,CMFA,Soto Apartments,"EV 228 Soto, LP, a California limited partnership",Los Angeles,Los Angeles,24-413,2024-10-11,authorize,approved,operative,,,True,15180,2025-06-03,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Agendas-10-11-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-10-11-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/2-CMFA-Minutes-10-11-2024-1.pdf,"Eleos Ventures, LLC",,Step Forward Communities,41,40,100% at 80% AMI,30,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","228 N Soto Street, Los Angeles, CA",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
45,CMFA,Horizon Apartments,"BWF II ETHOS CA HORIZON LP, a Delaware limited partnership",Santa Ana,Orange,24-410,2024-10-11,authorize,approved,operative,,,True,14961,2025-03-20,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Agendas-10-11-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-10-11-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/2-CMFA-Minutes-10-11-2024-1.pdf,Ethos Real Estate,Bridge Investment Group,"Affordable Housing Access, Inc.",406,406,100% at 80% AMI,30,60900.0,"Grant up to $10,000 (Charitable Affordable Housing)","2414 N Tustin Ave, Santa Ana, CA 92705",,NO,,,,,,generated,investor_2:collaborator-sheet; new_build:collaborator-sheet; address:collaborator-sheet
46,CMFA,4752 Main Street Apartments,"4752 Main, LP",Los Angeles,Los Angeles,24-399,2024-10-11,preliminary_only,approved,preliminary,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Agendas-10-11-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-10-11-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/2-CMFA-Minutes-10-11-2024-1.pdf,"Eleos Ventures, LLC",,Step Forward Communities,53,53,100% at 80% AMI,30,7950.0,"Grant up to $10,000 (Charitable Affordable Housing)","4752 Main St, Los Angeles, CA 90037",,YES,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
47,CMFA,6171 Mission Gorge Apartments,"6171 Mission Gorge Owner LP, a California limited partnership",San Diego,San Diego,24-412,2024-10-11,authorize,approved,operative,,,True,15001,2024-12-30,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Agendas-10-11-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-10-11-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/2-CMFA-Minutes-10-11-2024-1.pdf,Impact Housing,,Las Palmas Housing & Development Corporation,488,483,100% at 80% AMI,30,72450.0,"Grant up to $10,000 (Charitable Affordable Housing)","6171 Mission Gorge Rd, San Diego, CA 92120",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
48,CMFA,Hillsdale Gardens Apartments,Hillsdale Property LP,San Mateo,San Mateo,24-411,2024-10-11,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Agendas-10-11-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-10-11-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/2-CMFA-Minutes-10-11-2024-1.pdf,Vistria Group,Ethos Real Estate,"Pacific Housing, Inc.",697,697,100% at 80% AMI,30,74775.0,"Grant up to $10,000 (Charitable Affordable Housing)","3500 Edison St, San Mateo, CA 94403",,NO,,,,,,generated,investor_2:collaborator-sheet; new_build:collaborator-sheet; scc_filed:collaborator-sheet; investor_1:collaborator-sheet; address:collaborator-sheet
49,CMFA,Summerwood Apartment Homes,Standard Summerwood II LP,Hayward,Alameda,26-176,2026-04-17,authorize,,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/04/1-CMFA-Agenda-04-17-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/04/4-17-26-CMFA-Staff-Reports.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/04/2-CMFA-Minutes-04-17-26.pdf,"Standard Property Company, Inc.",,Housing on Merit,162,162,100% at 80% AMI,30,18450,"Grant up to $10,000 (Charitable Affordable Housing)","21701 Foothill Blvd, Hayward, CA 94541",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
50,CMFA,Market Street Village Apartments,699 14TH Street CSLC LP,San Diego,San Diego,24-427,2024-11-01,authorize,approved,operative,,,True,15201,2026-01-14,https://www.cmfa-ca.com/wp-content/uploads/2024/10/1-CMFA-Agenda-11-1-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-11-1-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Minutes-11-1-2024.pdf,Community Solutions,,Community Solutions,229,229,100% at 80% AMI,30,34350,"Grant up to $10,000 (Charitable Affordable Housing)","699 14th Street, San Diego, CA",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
51,CMFA,Creekside Villas Apartments,"Post Creekside, LP",San Diego,San Diego,24-429,2024-11-01,authorize,approved,superseded,229,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/10/1-CMFA-Agenda-11-1-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-11-1-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Minutes-11-1-2024.pdf,Post Investment Group,,Integrity Housing,145,144,100% at 80% AMI,30,21600.0,"Grant up to $10,000 (Charitable Affordable Housing)","220 47th St, San Diego, CA 92102",,NO,1984,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; manual_status:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet
52,CMFA,The Carla Apartments,1201 Fulton Ave LP,Unincorporated,Sacramento,24-428,2024-11-01,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/10/1-CMFA-Agenda-11-1-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-11-1-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Minutes-11-1-2024.pdf,"Trion Properties, Inc.",,Riverside Charitable Corporation,63,62,100% at 80% AMI,30,9300,"Grant up to $10,000 (Charitable Affordable Housing)","1201 Fulton Ave, Sacramento, CA 95825",,NO,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; city:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
53,CMFA,Skylark Place by Trion Living Apartments,"Trion Skylark Properties, LP",Unincorporated,Sacramento,24-430,2024-11-01,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/10/1-CMFA-Agenda-11-1-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Staff-Reports-11-1-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/10/CMFA-Minutes-11-1-2024.pdf,"Trion Properties, Inc.",,Integrity Housing,198,198,100% at 80% AMI,30,29700,"Grant up to $10,000 (Charitable Affordable Housing)","6930 Fair Oaks Blvd, Carmichael, CA 95608",,NO,1973/1991,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; manual_status:collaborator-sheet; city:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
54,CMFA,Seaport Village Apartments,"Avanath Seaport, LP, a Delaware limited partnership",Long Beach,Los Angeles,24-442,2024-11-22,authorize,,operative,,,True,15075,2025-02-27,https://www.cmfa-ca.com/wp-content/uploads/2024/11/CMFA-Agendas-11-22-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/11/CMFA-Staff-Report-11-22-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/11/CMFA-Minutes-11-22-2024-1.pdf,Avanath Capital,,"Pacific Housing, Inc.",356,144,40% at 80% AMI,30,21600.0,"Grant up to $10,000 (Charitable Affordable Housing)",5601 North Paramount Boulevard,,NO,,,,,,generated,new_build:collaborator-sheet; resolution:collaborator-sheet; total_units:collaborator-sheet
55,CMFA,1457 Main Street Apartments,1457 Main Owner LP,Los Angeles,Los Angeles,24-443,2024-11-22,authorize,approved,operative,,,True,15083,2025-03-21,https://www.cmfa-ca.com/wp-content/uploads/2024/11/CMFA-Agendas-11-22-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/11/CMFA-Staff-Report-11-22-24.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/11/CMFA-Minutes-11-22-2024-1.pdf,Thrive Living,"Open House Group Co., Ltd","Kingdom Development, Inc.",377,151,40% at 80% AMI,30,22650.0,"Grant up to $10,000 (Charitable Affordable Housing)","1457 North Main Street, Los Angeles, CA",,YES,,,,,,generated,investor_2:collaborator-sheet; new_build:collaborator-sheet
56,CMFA,Viewpoint Apartments,"651 Addison LLC, a California limited liability company",Berkeley,Alameda,24-470,2024-12-13,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/12/1-CMFA-Agenda-12-13-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/12-13-24-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/CMFA-Minutes-12-13-2024.pdf,BRIDGE Housing Corporation,,BRIDGE Housing Corporation,94,71,75% at 80% AMI,30,10650.0,"Grant up to $10,000 (Charitable Affordable Housing)","651 Addison St, Berkeley, CA 94710",,,,,,,https://bridgehousing.com/properties/viewpoint/,generated,leasing_link:collaborator-sheet; address:collaborator-sheet
57,CMFA,SoFi Los Gatos Creek Apartments,"BWF III Ethos CA Los Gatos Creek LP, a Delaware limited partnership",San Jose,Santa Clara,24-472,2024-12-13,authorize,approved,operative,,,True,15099,2025-03-28,https://www.cmfa-ca.com/wp-content/uploads/2024/12/1-CMFA-Agenda-12-13-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/12-13-24-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/CMFA-Minutes-12-13-2024.pdf,Ethos Real Estate,Bridge Investment Group,"Casa Major, Inc.",193,193,100% at 80% AMI,30,28950.0,"Grant up to $10,000 (Charitable Affordable Housing)","2130 Southwest Expy, San Jose, CA 95126",,NO,1969,61.1,2024-12-31,https://www.ethos-re.com/news/sofi-at-los-gatos-creek-adam-siegman-comments-on-affordable-housing,https://www.losgatoslandingapts.com/,generated,investor_2:collaborator-sheet; new_build:collaborator-sheet; built:collaborator-sheet; acquisition_price_m:collaborator-sheet; acquisition_date:collaborator-sheet; link:collaborator-sheet; leasing_link:collaborator-sheet; address:collaborator-sheet
58,CMFA,Chaparral Apartments,"Post Chaparral, LP, a Delaware limited partnership",Palmdale,Los Angeles,24-473,2024-12-13,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2024/12/1-CMFA-Agenda-12-13-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/12-13-24-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/CMFA-Minutes-12-13-2024.pdf,Post Investment Group,,Integrity Housing,296,296,100% at 80% AMI,30,44400.0,"Grant up to $10,000 (Charitable Affordable Housing)","38441 5th St W, Palmdale, CA 93551",,NO,,,,,,generated,new_build:collaborator-sheet; scc_filed:collaborator-sheet; address:collaborator-sheet
59,CMFA,Ventana Residences Apartments,"99 Ocean Avenue LP, a Delaware limited partnership",San Francisco,San Francisco,24-471,2024-12-13,authorize,,operative,,,True,15117,2025-04-09,https://www.cmfa-ca.com/wp-content/uploads/2024/12/1-CMFA-Agenda-12-13-2024.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/12-13-24-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2024/12/CMFA-Minutes-12-13-2024.pdf,"Presidio Bay Ventures, LLC",,"Pacific Housing, Inc.",193,100,52% at 80% AMI,30,15000.0,"Grant up to $10,000 (Charitable Affordable Housing)","99 OCEAN AVE SAN FRANCISCO, CA 94112-2548",,YES,2023,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; city:collaborator-sheet; resolution:collaborator-sheet; address:collaborator-sheet
60,CMFA,Harken Apartments,"PREG 5150 ECR Los Altos, LP, a California limited partnership",Los Altos,Santa Clara,25-065,2025-01-31,authorize,approved,operative,,,True,15167,2025-06-04,https://www.cmfa-ca.com/wp-content/uploads/2025/01/1-CMFA-Agenda-1-31-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/CMFA-Staff-Report-01-31-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/01/2-CMFA-Minutes-1-31-2025.pdf,Prometheus Real Estate Group,,Hearthstone Housing Foundation,196,29,15% at 60% AMI,30,4350,"Grant up to $10,000 (Charitable Affordable Housing)","5150 El Camino Real, Los Altos, CA",,YES,,,,,,generated,new_build:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
61,CMFA,11422 Broadway Apartments,"BIF IMPACT OZ 1100 BROADWAY BLK, LP",Los Angeles,Los Angeles,25-081,2025-02-21,authorize,,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,"SoLa Impact, LLC",,Housing on Merit,166,165,,,24750,"Grant up to $10,000 (Charitable Affordable Housing)","11422 S Broadway, Los Angeles, CA 90061",,YES,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; resolution:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
62,CMFA,Mansfield Micro Apartments,"2533 Mansfield Owner, L.P., a California limited partnership.",Los Angeles,Los Angeles,25-084,2025-02-21,authorize,approved,operative,,,True,15288,2025-09-26,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,"CIM Group, LLC",,"Pacific Housing, Inc.",116,115,100% at 80% AMI,30,17250.0,"Grant up to $10,000 (Charitable Affordable Housing)","2533 S Mansfield Ave, Los Angeles, CA 90016",,YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
63,CMFA,The Enclave Apartments,"ENCLAVE LP, a California limited partnership",Walnut Creek,Contra Costa,25-082,2025-02-21,authorize,,operative,,,True,15409,2026-01-06,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Tesseract Capital Group,,Housing on Merit,32,32,100% at 80% AMI,30,4800,"Grant up to $10,000 (Charitable Affordable Housing)","3081 N Main St, Walnut Creek, CA 94597",,,,,,,,generated,resolution:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
64,CMFA,333 Douglas Apartments,"333 Douglas Street, LP, a California limited partnership",Los Angeles,Los Angeles,25-080,2025-02-21,authorize,,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Agenda-2-21-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/CMFA-Staff-Reports-1.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/02/2-CMFA-Minutes-2-21-2025-1.pdf,Visionary Development Enterprises LLC,,Housing on Merit,33,32,,,4800,"Grant up to $10,000 (Charitable Affordable Housing)","333 Douglas St, Los Angeles, CA",,,,,,,,generated,manual_status:collaborator-sheet; resolution:collaborator-sheet; investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
