project_id,agency,property_name,entity,city,county,resolution,meeting_date,item_type,minutes_status,authorization_status,superseded_by,manual_status,scc_filed,scc_number,scc_issue_date,agenda_url,staff_report_url,minutes_url,investor_1,investor_2,nonprofit_partner,total_units,restricted_units,rent_restricted_pct,term_years,city_cut,grant_description,address,estimated_closing,new_build,built,acquisition_price_m,acquisition_date,link,leasing_link,row_source,field_overrides
144,CMFA,La Vista Apartment Homes,"SM La Vista Owner, LP",Santa Maria,Santa Barbara,26-108,2026-02-20,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/02/1-CMFA-Agenda-02-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/CMFA-Staff-Report-2-20-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/02/2-CMFA-Minutes-02-20-26.pdf,Farallon Capital Management L.L.C.,,Las Palmas Housing & Development Corporation,460,460,100% at 80% AMI,30,57000.0,"Grant up to $10,000 (Charitable Affordable Housing)","740 S. Western Avenue, Santa Maria, CA 93458",,NO,,,,,,generated,new_build:collaborator-sheet; property_name:collaborator-sheet; address:collaborator-sheet
145,CMFA,Golden Gardens Apartments,"Golden Gardens Housing Partners, L.P.",Fresno,Fresno,,2025-12-12,preliminary_only,,preliminary,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,"Islas Development, LLC",,"Pacific Housing, Inc.",110,110,100% at 80% AMI,30,16500.0,"Grant up to $10,000 (Charitable Affordable Housing)","2130 N Marks Ave, Fresno, CA 93722",,NO,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
146,CMFA,San Pedro Apartments,"7655 San Pedro, LP",Los Angeles,Los Angeles,25-562,2025-12-12,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,"Eleos Ventures, LLC",,Step Forward Communities,40,40,100% at 80% AMI,30,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","7655 S San Pedro St, Los Angeles, CA 90003",,YES,,,,,,generated,new_build:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
147,CMFA,Coliseum Connections Transit Village Apartments,"Coliseum Transit Village One, LP",Oakland,Alameda,25-563,2025-12-12,authorize,approved,operative,,stale,True,7474,2018-10-12,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,UrbanCore Development,,"Pacific Housing, Inc.",110,55,20% at 50% AMI; 30% at 60% AMI,30,8250.0,"Grant up to $10,000 (Charitable Affordable Housing)","805 71st Avenue, Oakland, CA",,NO,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
148,CMFA,Park Wilshire Apartments,Concord Park Wilshire LP,Los Angeles,Los Angeles,25-564,2025-12-12,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Concord Companies,,"Pacific Housing, Inc.",170,170,100% at 80% AMI,30,25500.0,"Grant up to $10,000 (Charitable Affordable Housing)",2424 Wilshire,,NO,1929,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; manual_status:collaborator-sheet
149,CMFA,Sir Francis Drake Villa Apartments,Concord Sir Francis Drake LP,Los Angeles,Los Angeles,25-565,2025-12-12,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Concord Companies,,"Pacific Housing, Inc.",61,61,100% at 80% AMI,30,9150.0,"Grant up to $10,000 (Charitable Affordable Housing)","841 S Serrano Ave, Los Angeles, CA 90005",,NO,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
150,CMFA,The Langham Apartments,Concord Langham LP,Los Angeles,Los Angeles,25-566,2025-12-12,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Concord Companies,,"Pacific Housing, Inc.",181,181,100% at 80% AMI,30,27150.0,"Grant up to $10,000 (Charitable Affordable Housing)","715 Normandie Ave, Los Angeles, CA 90005",,NO,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
151,CMFA,The Piccadilly Apartments,Concord Piccadilly LP,Los Angeles,Los Angeles,25-567,2025-12-12,authorize,approved,operative,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Concord Companies,,"Pacific Housing, Inc.",74,74,100% at 80% AMI,30,11100.0,"Grant up to $10,000 (Charitable Affordable Housing)","682 Irolo Street, Los Angeles, CA",,NO,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; address:collaborator-sheet
152,CMFA,The Hive at Ackerfield Apartments,"Ackerfield 2 LP, a Delaware limited partnership",Long Beach,Los Angeles,25-568,2025-12-12,authorize,pulled,pulled,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Golden Bee Properties,,"Kingdom Development, Inc.",152,152,100% at 80% AMI,30,22800.0,"Grant up to $10,000 (Charitable Affordable Housing)","5565 Ackerfield Avenue / 5700 Ackerfield Avenue, Long Beach, CA",,NO,,,,,,generated,new_build:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet
153,CMFA,Hawaiian Terrace Senior Apartments,"RK Equity Group Limited Partnership, 12142 Oxnard Limited Partnership, HG Napa Equity Limited Partnership, HG FSA Capital Limited Partnership",Hawaiian Gardens,Los Angeles,25-569,2025-12-12,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,"MKCR Capital, LLC",,Foundation for Affordable Housing,101,101,100% at 80% AMI,30,15150.0,"Grant up to $10,000 (Charitable Affordable Housing)","12100 226th St, Hawaiian Gardens, CA 90716",,NO,1990,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; address:collaborator-sheet
154,CMFA,Crystal Springs Terrace Apartments,"Crystal Springs Terrace Apartments, LP, a limited partnership",San Bruno,San Mateo,25-570,2025-12-12,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Prometheus Real Estate Group,,Integrity Housing,482,216,45% at 80% AMI,30,32400.0,"Grant up to $10,000 (Charitable Affordable Housing)","2000 Crystal Springs Rd, San Bruno, CA 94066",,NO/YES,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
155,CMFA,Trailview Apartments,TBD LP,Concord,Contra Costa,25-571,2025-12-12,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Kairos Investment Management Company,,"Pacific Housing, Inc.",120,120,100% at 80% AMI,30,18000.0,"Grant up to $10,000 (Charitable Affordable Housing)","1070 San Miguel Road, Concord, CA",,NO,1974,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; entity:collaborator-sheet; address:collaborator-sheet
156,CMFA,Casa Serena Apartments,TBD LP,Fremont,Alameda,25-572,2025-12-12,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/12/1-CMFA-Agenda-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Staff-Reports-12-12-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/12/CMFA-Minutes-12-12-25.pdf,Kairos Investment Management Company,,"Pacific Housing, Inc.",170,170,100% at 80% AMI,30,25500.0,"Grant up to $10,000 (Charitable Affordable Housing)","36000 Fremont Boulevard, Fremont, CA",,NO,1969,,,,,generated,new_build:collaborator-sheet; built:collaborator-sheet; entity:collaborator-sheet; address:collaborator-sheet
157,CSCDA,Hendrix & Hadley Apartments,"Hendrix EREP, LP & Hadley EREP, LP",Escondido,San Diego,,2026-01-08,authorize,approved,operative,,,,,,https://cscda.org/wp-content/uploads/2025/12/CSCDA-Agenda-12.18.25.pdf,https://cscda.org/wp-content/uploads/2025/12/CSCDA-Agenda-Packet-12.18.25.pdf,https://cscda.org/wp-content/uploads/2026/01/CSCDA-Agenda-Packet-1.22.26.pdf,Eagle Partners,,,551,440,,,,,"439 West El Norte Parkway / 1045 Morning View Drive, Escondido, CA",,,,,,,,generated,investor_1:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet
158,CMFA,Kalmia Apartments,"Kalmia Supportive Housing, L.P., a California limited partnership",Los Angeles,Los Angeles,25-306,2025-07-18,authorize,pulled,pulled,,dead,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/07/1-CMFA-Agenda-07-18-2025.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/CMFA-Staff-Reports-7-18-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/07/2-CMFA-Minutes-07-18-2025.pdf,A Community of Friends,,A Community of Friends,29,29,100% at 80% AMI,30,4350.0,"Grant up to $10,000 (Charitable Affordable Housing)","452 square feet that were designed to support independent living and housing stability. Every unit will include a private bathroom, kitchen",,YES,,,,,,generated,new_build:collaborator-sheet; manual_status:collaborator-sheet; total_units:collaborator-sheet
159,CMFA,1141 N. Vermont Avenue Apartments,1141 N. Vermont NH LP,Los Angeles,Los Angeles,26-002,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,Thrive Living,,"Foundation Permanent Housing Fund, Inc.",290,290,100% at 80% AMI,30,43500.0,"Grant up to $10,000 (Charitable Affordable Housing)","1141 N. Vermont Avenue, Los Angeles, CA 90029",,,,,,,,generated,address:collaborator-sheet
160,CMFA,12th Street Apartments,12th Street 19 LLLP,Los Angeles,Los Angeles,25-486,2025-10-10,authorize,approved,superseded,351,,,,,https://www.cmfa-ca.com/wp-content/uploads/2025/10/1-CMFA-Agenda-10-10-25.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/10-10-25-CMFA-Staff-Report.pdf,https://www.cmfa-ca.com/wp-content/uploads/2025/10/2-CMFA-Minutes-10-10-25.pdf,K3 Holdings,,"Kingdom Development, Inc.",16,16,100% at 80% AMI,30,2500.0,"Grant up to $10,000 (Charitable Affordable Housing)","3048 W. 12th Street, CA 90006",,NO,,,,,,generated,new_build:collaborator-sheet; address:collaborator-sheet
161,CMFA,8th Street Apartments,2933 8th LLLP,Los Angeles,Los Angeles,26-003,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,55,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","2933 W. 8th Street, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
162,CMFA,Alexandria II Apartments,130 Alexandria LLLP,Los Angeles,Los Angeles,26-005,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",30,30,,,4500,"Grant up to $10,000 (Charitable Affordable Housing)","130 S. Alexandria Avenue, Los Angeles, CA",,,,,,,,generated,investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
163,CMFA,Ardmore Apartments,Ardmore 19 LLLP,Los Angeles,Los Angeles,26-006,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",67,67,100% at 80% AMI,55,10050.0,"Grant up to $10,000 (Charitable Affordable Housing)","437 N. Ardmore Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
164,CMFA,Avalon Apartments,Ave 55 19 LLLP,Los Angeles,Los Angeles,26-007,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,55,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","249 S. Ave 55, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
165,CMFA,Fedora Apartments,861 Fedora LLLP,Los Angeles,Los Angeles,26-008,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",39,39,100% at 80% AMI,55,5850.0,"Grant up to $10,000 (Charitable Affordable Housing)","861 Fedora Street, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
166,CMFA,Harvard Apartments,516 Harvard LLLP,Los Angeles,Los Angeles,26-009,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,55,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","516 N. Harvard Boulevard, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
167,CMFA,Hollywood Apartments,5200 Hollywood LLLP,Los Angeles,Los Angeles,26-010,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",20,20,100% at 80% AMI,55,3000.0,"Grant up to $10,000 (Charitable Affordable Housing)","5200 Hollywood Boulevard, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
168,CMFA,Kenmore II Apartments,Kenmore II 20 LLLP,Los Angeles,Los Angeles,26-011,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",48,48,100% at 80% AMI,55,7200.0,"Grant up to $10,000 (Charitable Affordable Housing)","200 S. Kenmore Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
169,CMFA,Kenmore III Apartments,915 S Kenmore LLLP,Los Angeles,Los Angeles,26-012,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",18,18,100% at 80% AMI,55,2700.0,"Grant up to $10,000 (Charitable Affordable Housing)","915 S. Kenmore Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
170,CMFA,Kinglsey Apartments,530 Kingsley LLLP,Los Angeles,Los Angeles,26-013,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",45,45,100% at 80% AMI,55,6750.0,"Grant up to $10,000 (Charitable Affordable Housing)","530 Kingsley Drive, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
171,CMFA,Lexington Apartments,5406 Lexington LLLP,Los Angeles,Los Angeles,26-014,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",42,42,100% at 80% AMI,55,6300,"Grant up to $10,000 (Charitable Affordable Housing)","5406 Lexington Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet; city_cut:collaborator-sheet
172,CMFA,Manhattan I & II Apartments,Manhattan 20 LLLP,Los Angeles,Los Angeles,26-015,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",106,106,,,15900,"Grant up to $10,000 (Charitable Affordable Housing)","410 S. Manhattan Place / 509 S. Manhattan Place, Los Angeles, CA",,,,,,,,generated,investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
173,CMFA,Mariposa I Apartments,Mariposa 20 LLLP,Los Angeles,Los Angeles,26-016,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,55,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","727 S. Mariposa Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
174,CMFA,Mariposa III Apartments,750 Mariposa LLLP,Los Angeles,Los Angeles,26-017,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",23,23,100% at 80% AMI,55,3450.0,"Grant up to $10,000 (Charitable Affordable Housing)","750-752 S. Mariposa Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
175,CMFA,Mariposa IV Apartments,520 Mariposa LLLP,Los Angeles,Los Angeles,26-018,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",48,48,100% at 80% AMI,55,7200.0,"Grant up to $10,000 (Charitable Affordable Housing)","520 S. Mariposa Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
176,CMFA,Monte Vista Apartments,Monte Vista 19 LLLP,Los Angeles,Los Angeles,26-019,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",31,31,100% at 80% AMI,55,4650.0,"Grant up to $10,000 (Charitable Affordable Housing)","5635 Monte Vista Street, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
177,CMFA,Oxford II Apartments,Oxford 20 LLLP,Los Angeles,Los Angeles,26-020,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",32,32,100% at 80% AMI,55,4800.0,"Grant up to $10,000 (Charitable Affordable Housing)","207 S. Oxford St, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
178,CMFA,Parkview Apartments,Highland 19 LLLP,Los Angeles,Los Angeles,26-021,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",40,40,100% at 80% AMI,55,6000.0,"Grant up to $10,000 (Charitable Affordable Housing)","300 W. Avenue 37, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
179,CMFA,Western Apartments,Western 19 LLLP,Los Angeles,Los Angeles,26-022,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",76,76,100% at 80% AMI,55,11400.0,"Grant up to $10,000 (Charitable Affordable Housing)","1057 S. Western Avenue, Los Angeles, CA",,,,,,,,generated,address:collaborator-sheet
180,CMFA,Westmoreland Apartments,132 Westmoreland LLLP,Los Angeles,Los Angeles,26-023,2026-01-09,authorize,approved,operative,,,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-01-09-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-09-26.pdf,K3 Holdings,,"Kingdom Development, Inc.",20,20,,,3000,"Grant up to $10,000 (Charitable Affordable Housing)","132 S. Westmoreland Avenue, Los Angeles, CA",,,,,,,,generated,investor_1:collaborator-sheet; nonprofit_partner:collaborator-sheet; total_units:collaborator-sheet; restricted_units:collaborator-sheet; address:collaborator-sheet; city_cut:collaborator-sheet
181,CMFA,The Hive Apartments,Ackerfield 2 LP,Long Beach,Los Angeles,26-039,2026-01-30,authorize,approved,operative,,stale,,,,https://www.cmfa-ca.com/wp-content/uploads/2026/01/1-CMFA-Agenda-01-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/CMFA-Staff-Reports-1-30-26.pdf,https://www.cmfa-ca.com/wp-content/uploads/2026/01/2-CMFA-Minutes-01-30-26.pdf,Golden Bee Properties,,"Kingdom Development, Inc.",152,152,100% at 80% AMI,30,22800.0,"Grant up to $10,000 (Charitable Affordable Housing)","5565 & 5575 Ackerfield Avenue, Long Beach, CA",,,,,,,,generated,manual_status:collaborator-sheet; total_units:collaborator-sheet; address:collaborator-sheet
